fid,id_tramo,codigo,tipo_tramd,ancho_viad,electrifid,n_vias,situaciond,red_tentd,titulard,fuented,nombre,tipo_lined,fuente_ld,estado,rio_id,dist_to_river
348,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,Elevado,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22893,473.49
351,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,Elevado,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,16840,0.0
355,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,16840,182.88
356,-2147483648,33000280,Troncal,Ibérico,Sí,Doble,En superficie,Global,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22900,1319.82
357,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22900,2219.84
360,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22900,2892.85
361,-2147483648,33000280,Troncal,Ibérico,Sí,Doble,En superficie,Global,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,22899,303.18
364,-2147483648,33000280,Troncal,Ibérico,Sí,Doble,En superficie,Global,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22900,2063.34
367,-2147483648,33000285,Troncal,Ibérico,Sí,Doble,En superficie,Global,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,22996,336.48
369,-2147483648,33000280,Troncal,Ibérico,Sí,Doble,Elevado,Global,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,22899,290.44
372,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22893,1104.18
373,-2147483648,33000285,Troncal,Ibérico,Sí,Doble,En superficie,Global,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,22899,1376.04
374,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,16840,103.0
375,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,16882,308.96
376,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,17379,0.0
376,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,Afectada,17378,0.0
377,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,Elevado,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22900,3502.39
378,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22900,3510.33
395,-2147483648,33000270,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,22893,668.35
396,-2147483648,33000295,Troncal,Ibérico,Sí,Doble,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,300 - MADRID CHAMARTÍN-CLARA CAMPOAMOR-VALENCIA-ESTACIO DEL NORD,Tren,ADIF,No afectada,25084,1611.05
397,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,569.04
398,-2147483648,33040010,Troncal,Ibérico,Sí,Única,Elevado,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,0.0
399,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,338.07
400,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,125.15
401,-2147483648,33040010,Troncal,Ibérico,Sí,Única,Elevado,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,315.01
402,-2147483648,33040010,Troncal,Ibérico,Sí,Única,Elevado,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,396.16
403,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,413.06
404,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,622.97
405,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,1261.66
406,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,622.63
407,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,600.95
408,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,116.98
409,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,625.92
410,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,560.51
411,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,617.14
412,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,622.05
413,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,621.98
414,-2147483648,33040010,Troncal,Ibérico,Sí,Única,Subterráneo,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,558.86
415,-2147483648,33040010,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,304 - ALFAFAR-BENETUSSER-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,573.82
417,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,251.94
426,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,600.25
427,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,586.97
428,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22951,0.0
429,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22998,42.66
430,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,1330.19
441,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,1315.54
442,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,309.35
444,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,100.66
455,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22998,65.14
460,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,216.79
461,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22951,18.13
466,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,0.0
468,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,49.96
476,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,38.35
479,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,26.75
483,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22952,0.0
486,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,309.47
496,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,308.48
499,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22998,84.52
504,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,270.4
508,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,1109.32
512,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22998,61.47
515,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,309.79
523,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,309.8
524,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,0.0
525,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,134.15
526,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22950,0.0
529,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,310.32
530,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,69.48
535,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,129.07
537,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22996,298.67
538,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22952,16.38
543,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,Afectada,22899,1919.15
546,-2147483648,33100090,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22933,0.0
550,-2147483648,33100090,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT DE SANT LLUIS,Tren,ADIF,No afectada,22996,308.47
558,-2147483648,33100105,Troncal,Ibérico,No,Única,Subterráneo,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,313.98
559,-2147483648,33100105,Troncal,Ibérico,No,Única,Elevado,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,311.54
560,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,616.55
561,-2147483648,33100105,Troncal,Ibérico,No,Única,Elevado,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,312.06
562,-2147483648,33100105,Troncal,Ibérico,No,Única,Subterráneo,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,249.2
563,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,285.86
564,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,309.97
565,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,623.51
566,-2147483648,33100105,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,622.63
567,-2147483648,33100105,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,625.92
568,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,309.64
569,-2147483648,33100105,Troncal,Ibérico,Sí,Única,En superficie,Global,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,622.05
570,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,310.37
571,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,245.44
572,-2147483648,33100105,Troncal,Ibérico,No,Única,En superficie,Básica,Administración General del Estado,Comunidad Valenciana,310 - ARANJUEZ-VALENCIA-LA FONT,Tren,ADIF,No afectada,22996,311.16
573,-2147483648,33140010,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,Afectada,22996,184.78
574,-2147483648,33140010,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,No afectada,22996,313.29
575,-2147483648,33140010,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,No afectada,22996,312.6
576,-2147483648,33140010,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,Afectada,22996,133.89
577,-2147483648,33140010,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,No afectada,22996,310.39
578,-2147483648,33140010,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,No afectada,22996,313.46
579,-2147483648,33140010,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,No afectada,22996,312.21
580,-2147483648,33140010,Troncal,Ibérico,No,Única,Elevado,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,Afectada,22996,0.0
581,-2147483648,33140010,Troncal,Ibérico,No,Única,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,314 - XIRIVELLA L'ALTER(APD)-VALENCIA-SANT ISIDRE,Tren,ADIF,Afectada,22996,131.06
